key,primary_co2_emission,primary_demand_of_ambient_cold (MJ),primary_demand_of_ambient_heat (MJ),primary_demand_of_bio_ethanol (MJ),primary_demand_of_bio_kerosene (MJ),primary_demand_of_bio_lng (MJ),primary_demand_of_bio_oil (MJ),primary_demand_of_biodiesel (MJ),primary_demand_of_biogas (MJ),primary_demand_of_biogenic_waste (MJ),primary_demand_of_coal (MJ),primary_demand_of_cokes (MJ),primary_demand_of_cooling (MJ),primary_demand_of_crude_oil (MJ),primary_demand_of_diesel (MJ),primary_demand_of_dry_biomass (MJ),primary_demand_of_electricity (MJ),primary_demand_of_gasoline (MJ),primary_demand_of_geothermal (MJ),primary_demand_of_greengas (MJ),primary_demand_of_heavy_fuel_oil (MJ),primary_demand_of_imported_electricity (MJ),primary_demand_of_imported_heat (MJ),primary_demand_of_imported_hydrogen (MJ),primary_demand_of_kerosene (MJ),primary_demand_of_light (MJ),primary_demand_of_lignite (MJ),primary_demand_of_lng (MJ),primary_demand_of_loss (MJ),primary_demand_of_lpg (MJ),primary_demand_of_natural_gas (MJ),primary_demand_of_non_biogenic_waste (MJ),primary_demand_of_oily_biomass (MJ),primary_demand_of_passenger_kms (MJ),primary_demand_of_solar_radiation (MJ),primary_demand_of_solar_thermal (MJ),primary_demand_of_steam_hot_water (MJ),primary_demand_of_torrefied_biomass_pellets (MJ),primary_demand_of_uranium_oxide (MJ),primary_demand_of_useable_heat (MJ),primary_demand_of_water (MJ),primary_demand_of_wet_biomass (MJ),primary_demand_of_wind (MJ),primary_demand_of_wood_pellets (MJ),final_demand_of_bio_ethanol (MJ),final_demand_of_bio_kerosene (MJ),final_demand_of_bio_lng (MJ),final_demand_of_biodiesel (MJ),final_demand_of_coal (MJ),final_demand_of_coal_gas (MJ),final_demand_of_cokes (MJ),final_demand_of_compressed_network_gas (MJ),final_demand_of_crude_oil (MJ),final_demand_of_diesel (MJ),final_demand_of_electricity (MJ),final_demand_of_gasoline (MJ),final_demand_of_heavy_fuel_oil (MJ),final_demand_of_hydrogen (MJ),final_demand_of_kerosene (MJ),final_demand_of_lng (MJ),final_demand_of_loss (MJ),final_demand_of_lpg (MJ),final_demand_of_network_gas (MJ),final_demand_of_solar_thermal (MJ),final_demand_of_steam_hot_water (MJ),final_demand_of_useable_heat (MJ),final_demand_of_wood_pellets (MJ)
industry_useful_demand_for_other_food_electricity,802212999.769551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897743187.2740725,346257191.16480076,3075787110.636387,0.0,0.0,583879221.2277445,0.0,0.0,13562115159.508282,0.0,0.0,0.0,0.0,234416126.8457647,0.0,0.0,0.0,0.0,0.0,131790889.62994076,0.0,0.0,7637196931.446141,283317100.8328915,0.0,0.0,0.0,0.0,0.0,0.0,693765898.3201057,0.0,0.0,0.0,0.0,927786037.0372732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22838579319.57856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_steel_dri_network_gas_captured_co2_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_aluminium_electrolysis_current_electricity,132315447.9959553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153473994.85895136,51647806.151775405,458785147.3059208,0.0,0.0,87091565.47067171,0.0,0.0,2022928368.390068,0.0,0.0,0.0,0.0,34965566.02175433,0.0,0.0,0.0,0.0,0.0,23458182.202797078,0.0,0.0,1359386507.212751,42259647.09664547,0.0,0.0,0.0,0.0,0.0,0.0,103482288.73056151,0.0,0.0,0.0,0.0,138388789.0675415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3406608000.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240096000.0000004,0.0,0.0,0.0,0.0
energy_export_lignite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_non_specified_wood_pellets_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_steel_external_coupling_node_captured_co2_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_chemicals_other_burner_crude_oil,6834544344.410146,0.0,0.0,0.0,0.0,0.0,0.0,207270048.13187727,0.0,0.0,0.0,0.0,0.0,93240714112.00745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93366369964.04317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_final_demand_for_other_paper_steam_hot_water,151352214.69704467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137963621.46037185,235921.3441060767,12867340.332164032,0.0,0.0,831736773.4609095,0.0,0.0,9240508.266670916,0.0,0.0,0.0,0.0,159718.75570165878,0.0,0.0,0.0,0.0,0.0,26766530.749796916,0.0,0.0,1551103168.6773484,193037.2940757783,0.0,0.0,0.0,0.0,0.0,0.0,472695.40504283283,0.0,0.0,0.0,0.0,632144.3553687984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367993037.6727457,0.0,0.0
industry_steel_blastfurnace_bof,3420524875.792655,0.0,0.0,0.0,0.0,0.0,0.0,183223.58390148636,601402075.2507663,70192543.6434083,32163587401.02068,0.0,0.0,200956215.6603825,0.0,0.0,2749284013.5055285,0.0,0.0,0.0,0.0,47520353.754930936,0.0,0.0,0.0,0.0,0.0,108175587.1130618,0.0,0.0,6268705403.515014,57433458.34418085,0.0,0.0,0.0,0.0,0.0,0.0,140638792.02718136,0.0,0.0,0.0,0.0,188078871.8854018,0.0,0.0,0.0,0.0,1222057290.4391055,13180602667.43999,1684114630.875201,0.0,82534457.22075415,0.0,4629786512.5880785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5146205629.382621,0.0,484357.14331428375,0.0,0.0
industry_chemicals_other_heater_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_chemical_fertilizers_electricity,58146940.22224708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65071270.92224967,25097818.412275314,222942796.1275983,0.0,0.0,42321416.1120485,0.0,0.0,983025081.485461,0.0,0.0,0.0,0.0,16991223.675940156,0.0,0.0,0.0,0.0,0.0,9552621.290542936,0.0,0.0,553568233.8305373,20535721.224665925,0.0,0.0,0.0,0.0,0.0,0.0,50286350.66926261,0.0,0.0,0.0,0.0,67248871.87086132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655412598.4471345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_non_specified_network_gas,3569565579.97589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5518105561.49692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071736116.7629491,0.0,0.0,62106415741.21741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67711728658.19076,0.0,0.0,0.0,0.0
industry_steel_cyclonefurnace_bof_captured_co2_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_other_food_captured_co2_electricity,21127426.149484225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23643350.202233247,9119178.119980197,81005250.53841475,0.0,0.0,15377293.97336021,0.0,0.0,357177690.39597076,0.0,0.0,0.0,0.0,6173683.809168811,0.0,0.0,0.0,0.0,0.0,3470901.4795712177,0.0,0.0,201136498.91555932,7461560.865321803,0.0,0.0,0.0,0.0,0.0,0.0,18271316.702670265,0.0,0.0,0.0,0.0,24434571.598389138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601486635.1855999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_other_paper_captured_co2_electricity,3995218.7749156104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4470982.6914800545,1724446.2898114994,15318179.106531546,0.0,0.0,2907862.659421256,0.0,0.0,67542681.46788976,0.0,0.0,0.0,0.0,1167450.1801718946,0.0,0.0,0.0,0.0,0.0,656351.164545608,0.0,0.0,38035126.053811975,1410989.1024296393,0.0,0.0,0.0,0.0,0.0,0.0,3455125.438207696,0.0,0.0,0.0,0.0,4620603.499744678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113741762.99335878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_chemical_other_network_gas_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748635883.1739712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339623120.68506956,0.0,0.0,19680940484.029587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21457211559.999947,0.0,0.0,0.0,0.0
industry_other_metals_process_electricity,131340425.96251999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146980879.96005878,56690139.64275676,503575969.7200871,0.0,0.0,95594244.48213379,0.0,0.0,2220425226.859029,0.0,0.0,0.0,0.0,38379225.91786883,0.0,0.0,0.0,0.0,0.0,21577151.687828932,0.0,0.0,1250382003.8118753,46385422.22146446,0.0,0.0,0.0,0.0,0.0,0.0,113585180.78092551,0.0,0.0,0.0,0.0,151899574.47904596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739192380.4200892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_chemical_refineries_wood_pellets_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_final_demand_for_chemical_other_steam_hot_water,4979656219.325393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4539156609.111776,7762074.646882391,423349809.84251314,0.0,0.0,27365065024.629112,0.0,0.0,304023000.60135174,0.0,0.0,0.0,0.0,5254924.724852461,0.0,0.0,0.0,0.0,0.0,880648635.2696443,0.0,0.0,51033019610.45107,6351141.69905149,0.0,0.0,0.0,0.0,0.0,0.0,15552204.626008952,0.0,0.0,0.0,0.0,20798252.453884598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77909604963.29338,0.0,0.0
industry_useful_demand_for_other_non_specified_coal_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169287360.00000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169287360.00000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_non_specified_crude_oil_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11131391759.999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11131391759.999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_chemical_refineries_electricity,321706706.98709875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360016609.77945966,138857461.5123788,1233464607.3305295,0.0,0.0,234149610.63125247,0.0,0.0,5438734362.318451,0.0,0.0,0.0,0.0,94006504.82338819,0.0,0.0,0.0,0.0,0.0,52851316.45327108,0.0,0.0,3062699652.2535906,113616971.51288281,0.0,0.0,0.0,0.0,0.0,0.0,278216811.03724617,0.0,0.0,0.0,0.0,372064515.0971294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9158819599.378113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_steel_external_coupling_node,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_other_metals_process_heat_useable_heat,127993691.22145073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193989970.46423808,9515.666340837182,518992.1147609987,0.0,0.0,33547323.36596009,0.0,0.0,372707.24197744747,0.0,0.0,0.0,0.0,6442.106344338706,0.0,0.0,0.0,0.0,0.0,37675901.57569295,0.0,0.0,2183294161.7686725,7785.978368016002,0.0,0.0,0.0,0.0,0.0,0.0,19065.726215988554,0.0,0.0,0.0,0.0,25496.950213323904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312135053.2465634,0.0,95510780.21066155,0.0,0.0
industry_useful_demand_for_other_non_specified_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_chemicals_other_heatpump_water_water_electricity,96021884.93100466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107456489.79857916,41445686.09098891,368160172.04238343,0.0,0.0,69888151.16489103,0.0,0.0,1623334278.6036048,0.0,0.0,0.0,0.0,28058730.49230306,0.0,0.0,0.0,0.0,0.0,15774874.80586354,0.0,0.0,914143806.1430151,33911993.526627876,0.0,0.0,0.0,0.0,0.0,0.0,83041173.94842145,0.0,0.0,0.0,0.0,111052506.1480901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733692218.9520383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_chemicals_other_steam_recompression_electricity,33785207.89827233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37808462.62778725,14582624.805550605,129536802.58675477,0.0,0.0,24590078.797435902,0.0,0.0,571168605.2655882,0.0,0.0,0.0,0.0,9872437.348269138,0.0,0.0,0.0,0.0,0.0,5550374.534599775,0.0,0.0,321640619.3405955,11931902.319614265,0.0,0.0,0.0,0.0,0.0,0.0,29217957.21860613,0.0,0.0,0.0,0.0,39073717.5231802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961846979.0876006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_chemicals_other_burner_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_aluminium_electrolysis_bat_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_other_paper_burner_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_aluminium_smeltoven_electricity,5424733.3274937365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7421224.584342145,975669.1283437328,8666825.139747618,0.0,0.0,1645230.6128774544,0.0,0.0,38214764.67149226,0.0,0.0,0.0,0.0,660528.0236345059,0.0,0.0,0.0,0.0,0.0,1321410.2230441922,0.0,0.0,76574868.93784465,798319.1565917173,0.0,0.0,0.0,0.0,0.0,0.0,1954864.7264524857,0.0,0.0,0.0,0.0,2614276.951189175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64353599.999997966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60023999.99999811,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_non_specified_cokes,98862149.00081573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046160306.8869388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953486159.9999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_paper_electricity,300674425.2295919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336479734.079297,129779350.32840021,1152824152.5440876,0.0,0.0,218841566.1384017,0.0,0.0,5083165171.412204,0.0,0.0,0.0,0.0,87860623.33089194,0.0,0.0,0.0,0.0,0.0,49396045.69031204,0.0,0.0,2862468943.2699604,106189012.73740907,0.0,0.0,0.0,0.0,0.0,0.0,260027776.63938683,0.0,0.0,0.0,0.0,347739981.1550789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8560041674.651721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_chemical_other_crude_oil_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550952818889.2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546115880960.00006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_chemicals_fertilizers_captured_processes_co2_electricity,11603221.378419552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12984971.504951177,5008269.429826084,44488232.88559983,0.0,0.0,8445238.189995574,0.0,0.0,196162645.83171782,0.0,0.0,0.0,0.0,3390598.5258833333,0.0,0.0,0.0,0.0,0.0,1906225.4893330673,0.0,0.0,110464535.8921041,4097902.9786358634,0.0,0.0,0.0,0.0,0.0,0.0,10034640.80651743,0.0,0.0,0.0,0.0,13419511.753913928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330337568.56320024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_non_specified_useable_heat,258747003.52521047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235858284.06813976,403323.73713378754,21997601.825323932,0.0,0.0,1421911124.891781,0.0,0.0,15797283.375317018,0.0,0.0,0.0,0.0,273050.1798556522,0.0,0.0,0.0,0.0,0.0,45759222.22306663,0.0,0.0,2651717372.3362746,330010.5090018071,0.0,0.0,0.0,0.0,0.0,0.0,808105.2522408639,0.0,0.0,0.0,0.0,1080694.1812807592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4048246694.5912995,0.0,0.0
industry_other_paper_heater_electricity,187126581.31534576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209410235.91240457,80768978.38496314,717467215.1068754,0.0,0.0,136197397.2009938,0.0,0.0,3163539167.1948028,0.0,0.0,0.0,0.0,54680600.332372434,0.0,0.0,0.0,0.0,0.0,30741933.416740086,0.0,0.0,1781475185.5481083,66087386.420145094,0.0,0.0,0.0,0.0,0.0,0.0,161829889.09816307,0.0,0.0,0.0,0.0,216418120.0663303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5327394683.705929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_useful_demand_for_other_non_specified_electricity,1310426680.9182525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466476640.9351184,565616191.5756942,5024343280.101715,0.0,0.0,953775256.8836503,0.0,0.0,22153913686.029644,0.0,0.0,0.0,0.0,382922175.4626908,0.0,0.0,0.0,0.0,0.0,215282347.85853457,0.0,0.0,12475473009.374056,462802632.46604115,0.0,0.0,0.0,0.0,0.0,0.0,1133276752.8462496,0.0,0.0,0.0,0.0,1515552075.9029212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37307153715.08685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
