61.299,0
60.188,0
58.338,0
56.668,0
56.015,0
56.23,0
57.301,0
58.583,0
59.732,0
60.547,0
61.528,0
60.574,0
60.141,0
59.992,0
61.72,0
63.471,0
65.101,0
68.534,0
69.3,0
68.368,0
66.887,0
64.62,0
62.348,0
60.186,0
58.393,0
56.335,0
55.299,0
55.09,0
55.84,0
57.588,0
62.333,0
71.231,0
81.754,56.849
81.912,53.713
79.342,46.38
78.556,0
77.405,44.799
82.44,59.791
87.253,81.55
92.87,116.05
92.776,125.74
96.932,160.77
95.109,158.04
93.402,159.98
88.386,139.16
84.842,132.98
79.798,113.65
74.11,87.86
72.416,92.802
67.243,68.211
66.143,65.266
68.47,77.705
69.78,82.771
73.073,96.713
77.49,105.21
87.316,127.13
96.849,145.65
94.946,120.04
92.175,101.28
90.154,88.974
91.438,104.38
96.114,129.18
103.34,178.45
107.3,221.16
105.4,214.62
105.6,228.09
102.38,212.27
98.934,195.79
94.129,169.03
90.618,156.87
87.022,153.18
83.597,143.7
78.527,125.55
76.074,117.04
72.309,92.22
68.553,70.234
67.095,61.626
66.589,55.761
69.267,57.677
80.46,86.443
89.011,98.253
88.907,89.362
87.35,80.31
87.01,78.196
83.948,71.484
86.207,81.53
86.424,84.083
83.146,75.31
80.576,67.896
80.417,64.668
78.134,60.174
75.96,58.569
73.283,55.266
69.921,49.697
67.559,47.487
64.893,44.063
61.493,0
58.143,0
56.529,0
55.827,0
55.9,0
56.804,0
58.238,0
61.526,0
64.337,0
65.898,0
66.455,0
66.512,0
66.887,0
67.837,0
68.399,0
69.478,0
71.843,47.673
76.242,56.127
76.503,58.038
75.094,57.937
72.349,54.211
70.074,52.078
68.325,50.808
66.174,48.543
63.12,46.063
62.574,48.416
62.439,50.541
65.128,63.992
66.037,67.874
67.059,69.336
71.064,87.036
74.55,100.81
74.952,95.873
73.447,79.85
73.649,77.117
75.648,86.471
76.574,89.457
80.41,114.41
80.684,118.41
83.382,137.29
86.051,149.45
90.549,160.22
89.717,147.04
89.38,155.42
88.579,164.95
85.851,156.61
81.566,136.18
76.599,113.78
74.519,113.68
73.932,117.29
72.586,110.45
72.327,108.18
72.805,108.35
74.482,111.72
78.446,117.96
91.485,171.83
102.95,206.93
100.82,171.7
93,112.12
86.402,74.816
82.655,63.999
81.488,57.37
80.146,52.014
78.94,49.57
76.467,45.271
75.172,0
73.493,0
71.306,0
67.936,0
64.368,0
60.88,0
58.008,0
56.114,0
54.543,0
54.251,0
54.732,0
55.507,0
56.464,0
60.39,0
69.177,0
79.896,49.425
80.547,48.226
77.507,0
75.463,0
74.322,0
78.107,44.613
81.128,53.296
81.206,55.16
79.582,53.459
77.956,49.191
74.824,0
72.576,0
69.521,0
65.923,0
61.964,0
59.319,0
56.643,0
55.4,0
54.692,0
55.043,0
55.453,0
57.502,0
61.783,0
72.307,45.272
80.13,49.205
76.648,0
73.94,0
71.844,0
70.434,0
73.227,0
77.391,0
81.084,52.604
80.281,55.368
80.844,58.379
79.921,59.04
77.98,57.23
74.844,53.396
72.629,53.84
70.638,56.062
69.041,56.757
68.285,63.557
69.357,76.136
71.571,94.219
72.677,103.39
75.037,118.92
78.11,135.12
84.917,164.62
97.762,218.15
110.35,269.31
111.81,263.68
110.71,244.41
109.52,226.26
106.08,211.06
109.36,237.59
112.77,270.34
113.88,292.52
111.16,282.6
108.51,268.05
104.91,244.6
100.72,216.92
95.579,184.63
90.902,163.61
85.015,140.41
79.932,117.37
76.268,108.68
74.865,108.53
72.356,94.841
69.063,75.812
67.945,68.065
69.96,74.469
71.949,71.024
80.444,82.655
90.506,100.59
88.068,79.033
88.734,81.895
86.409,70.806
82.243,60.858
82.292,60.598
83.587,66.224
80.004,57.579
77.542,52.745
78.428,54.867
77.429,54.946
76.882,59.329
75.789,61.84
73.615,61.058
71.197,59.058
68.912,57.133
66.195,53.188
63.383,46.904
62.066,45.02
62.534,47.588
61.217,0
61.691,0
62.674,0
64.712,0
67.465,0
69.415,0
70.959,0
70.11,0
70.142,0
68.517,0
68.757,0
69.632,0
71.307,44.973
74.897,50.187
74.451,49.072
72.122,45.625
69.735,0
67.468,0
65.544,0
64.18,0
61.83,0
61.171,0
60.666,0
59.226,0
59.084,0
58.113,0
58.457,0
