109.51,0
105.91,0
100.05,0
94.882,0
92.897,0
93.548,0
96.824,0
100.81,0
104.45,0
107.07,0
110.25,0
107.15,0
105.76,0
105.28,0
110.88,0
116.69,0
122.21,0
134.23,0
136.97,0
133.63,0
128.4,0
120.57,0
112.95,0
105.9,0
100.22,0
93.867,0
90.741,0
90.117,0
92.369,0
97.713,0
112.9,0
144.02,0
185.18,90.184
185.83,82.341
175.33,65.07
172.18,0
167.61,61.552
188.03,97.784
208.54,160.85
233.68,283.22
233.24,322.1
252.66,477.63
244.06,464.72
236.12,473.9
213.5,378.96
198.14,352.31
177.18,273.87
154.81,181.27
148.42,197.89
129.65,120.79
125.81,112.54
134,148.86
138.71,164.72
150.89,211.44
167.94,241.99
208.81,327.82
252.27,407.71
243.29,298.98
230.49,227.65
221.36,184.97
227.14,238.94
248.78,336.34
283.96,564.67
304.11,796.57
294.35,759.12
295.37,836.96
279.18,745.82
262.26,655.17
239.49,517.63
223.44,459.21
207.53,442.02
192.87,398.96
172.06,321.31
162.38,287.1
148.02,195.91
134.29,126.58
129.13,102.64
127.36,87.434
136.86,92.299
179.87,176.6
216.26,216.86
215.8,186.26
208.96,156.94
207.48,150.37
194.35,130.21
204,160.78
204.93,168.93
190.97,141.57
180.34,119.89
179.69,110.89
170.5,98.792
161.94,94.599
151.68,86.192
139.22,72.693
130.76,67.58
121.5,59.938
110.14,0
99.437,0
94.459,0
92.329,0
92.55,0
95.298,0
99.733,0
110.24,0
119.61,0
124.96,0
126.89,0
127.09,0
128.4,0
131.75,0
133.74,0
137.62,0
146.28,68.004
163.04,88.355
164.06,93.229
158.59,92.967
148.17,83.569
139.78,78.359
133.48,75.317
125.91,70.006
115.51,64.36
113.7,69.712
113.25,74.683
122.3,109.03
125.44,119.83
129,124
143.4,178.55
156.5,225.99
158.04,208.5
152.3,155.5
153.06,147.06
160.73,176.69
164.34,186.58
179.66,276.8
180.78,292.51
191.97,370.84
203.32,424.86
223.13,475.05
219.41,413.93
217.9,452.42
214.35,497.72
202.46,457.97
184.4,366.04
164.44,274.39
156.38,274
154.14,288.08
149.06,261.63
148.09,253.05
149.88,253.68
156.23,266.46
171.74,290.73
227.36,531.43
281.99,715.95
271.46,530.76
234.27,268
204.84,140.08
188.92,109.05
184.09,91.514
178.59,78.204
173.72,72.395
163.92,62.594
158.89,0
152.47,0
144.29,0
132.1,0
119.71,0
108.14,0
99.015,0
93.199,0
88.49,0
87.63,0
89.053,0
91.366,0
94.261,0
106.56,0
136.53,0
177.58,72.056
180.22,69.274
168.01,0
160.01,0
155.63,0
170.39,61.141
182.6,81.319
182.92,85.927
176.31,81.716
169.79,71.511
157.55,0
149.02,0
137.77,0
125.04,0
111.68,0
103.14,0
94.808,0
91.045,0
88.933,0
89.976,0
91.204,0
97.445,0
111.09,0
148.01,62.597
178.53,71.542
164.63,0
154.17,0
146.29,0
141.09,0
151.47,0
167.55,0
182.42,79.631
179.14,86.445
181.44,94.109
177.67,95.823
169.88,91.155
157.62,81.563
149.22,82.652
141.84,88.19
136.04,89.95
133.34,107.85
137.18,144.07
145.28,202.76
149.4,235.33
158.37,294.53
170.4,361.45
198.46,496.14
256.62,779.22
320.08,1092.4
327.85,1056
321.99,935.06
315.71,826.2
297.86,739
314.89,893.53
333.01,1099.1
339.01,1247.3
324.38,1180.2
310.4,1084.2
291.9,936.22
270.96,772.23
246.26,596.3
224.72,491.25
198.88,384.43
177.72,288.39
163.14,254.92
157.71,254.36
148.19,204.91
136.12,143.09
132.13,120.37
139.37,139.05
146.68,128.87
179.8,164.36
222.94,225.17
212.1,152.96
215.04,161.94
204.87,128.24
187.21,100.6
187.41,99.909
192.83,115.19
178.01,92.048
168.14,79.974
171.67,85.195
167.7,85.393
165.54,96.575
161.27,103.21
152.93,101.13
143.89,95.87
135.58,90.907
125.98,81.054
116.39,66.253
112.02,62.039
113.56,67.809
109.24,0
110.78,0
114.03,0
120.88,0
130.43,0
137.39,0
143.02,0
139.91,0
140.03,0
134.17,0
135.02,0
138.17,0
144.3,61.934
